Function,Configuration,Run_ID,Best_Fitness,Execution_Time,Best_Solution_X1,Best_Solution_X2,Actual_Evaluations
cross_in_tray,Binary_1Point,0,-2.062414893238125,0.5336418151855469,-1.3240253299763474,-1.379873350118256,50000
cross_in_tray,Binary_1Point,1,-2.062447457407559,0.5234291553497314,1.333791103990233,1.3142595559624617,50000
cross_in_tray,Binary_1Point,2,-2.062588480775903,0.5388829708099365,-1.3371480888075062,1.3414206149385812,50000
cross_in_tray,Binary_1Point,3,-2.062554036870434,0.5367701053619385,1.3276874952315545,-1.3429465171282509,50000
cross_in_tray,Binary_1Point,4,-2.062605823391665,0.5455029010772705,1.3447775997558544,-1.3435568780041187,50000
cross_in_tray,Binary_1Point,5,-2.0625702487782758,0.5288650989532471,-1.3316548409246955,1.35454337376974,50000
cross_in_tray,Binary_1Point,6,-2.06253498173502,0.5394570827484131,1.3640039673456918,-1.37163347829404,50000
cross_in_tray,Binary_1Point,7,-2.0625906438150263,0.5430059432983398,1.346913862821392,1.3624780651560222,50000
cross_in_tray,Binary_1Point,8,-2.0625676049753463,0.5476150512695312,1.36308842603189,-1.3643091477836258,50000
cross_in_tray,Binary_1Point,9,-2.062467468919724,0.5335021018981934,1.325551232166017,-1.3218890669108099,50000
cross_in_tray,Binary_1Point,10,-2.0626113125506556,0.5445680618286133,-1.3472190432593258,-1.3493553063248633,50000
cross_in_tray,Binary_1Point,11,-2.062520600512692,0.5855798721313477,-1.3627832455939561,-1.3749904631113132,50000
cross_in_tray,Binary_1Point,12,-2.062589629394058,0.5434207916259766,-1.3475242236972598,-1.3356221866178366,50000
cross_in_tray,Binary_1Point,13,-2.062504864427095,0.5585250854492188,1.3398947127489116,-1.3200579842832063,50000
cross_in_tray,Binary_1Point,14,-2.0626115941987395,0.5732531547546387,-1.350881208514533,-1.3499656672007312,50000
cross_in_tray,Binary_1Point,15,-2.0625724379887016,0.5799689292907715,1.3670557717250311,1.3453879606317223,50000
cross_in_tray,Binary_1Point,16,-2.062443371904266,0.5470597743988037,1.321278706034942,-1.3218890669108099,50000
cross_in_tray,Binary_1Point,17,-2.062577421700028,0.5453929901123047,1.3582055390249472,-1.3353170061799027,50000
cross_in_tray,Binary_1Point,18,-2.0625742109892142,0.555185079574585,-1.3524071107042026,1.3319600213626295,50000
cross_in_tray,Binary_1Point,19,-2.0625301185893306,0.543278694152832,-1.375600823987181,-1.346913862821392,50000
cross_in_tray,Binary_1Point,20,-2.062601935844192,0.5574252605438232,-1.3563744563973437,-1.3438620584420526,50000
cross_in_tray,Binary_1Point,21,-2.0625920367308903,0.5482339859008789,1.3624780651560222,-1.3502708476386651,50000
cross_in_tray,Binary_1Point,22,-2.062596481332443,0.5548076629638672,-1.3527122911421365,1.3606469825284186,50000
cross_in_tray,Binary_1Point,23,-2.0625543221232783,0.5784430503845215,-1.350576028076599,-1.3273823147936206,50000
cross_in_tray,Binary_1Point,24,-2.062479748478941,0.5485429763793945,-1.3221942473487438,1.3276874952315545,50000
cross_in_tray,Binary_1Point,25,-2.062578627731611,0.5499529838562012,-1.3331807431143652,-1.3435568780041187,50000
cross_in_tray,Binary_1Point,26,-2.062571200536423,0.5519180297851562,1.367666132600899,-1.346608682383458,50000
cross_in_tray,Binary_1Point,27,-2.0626040870190265,0.5469412803649902,1.3429465171282509,-1.3539330128938722,50000
cross_in_tray,Binary_1Point,28,-2.062608182086211,0.5579080581665039,-1.3499656672007312,-1.3438620584420526,50000
cross_in_tray,Binary_1Point,29,-2.062609571368979,0.555243968963623,1.3517967498283348,-1.3533226520180044,50000
cross_in_tray,Binary_2Point,0,-2.0625659195266994,0.5958847999572754,-1.3655298695353615,-1.3389791714351098,50000
cross_in_tray,Binary_2Point,1,-2.0625771927990564,0.5439579486846924,-1.354848554207674,1.3334859235522991,50000
cross_in_tray,Binary_2Point,2,-2.0625660988637704,0.5686841011047363,-1.3490501258869294,1.3691920347905686,50000
cross_in_tray,Binary_2Point,3,-2.0625671130584893,0.5840499401092529,1.329823758297092,-1.3478294041351937,50000
cross_in_tray,Binary_2Point,4,-2.0625733038883567,0.5667181015014648,-1.3627832455939561,-1.338063630121308,50000
cross_in_tray,Binary_2Point,5,-2.062608102050107,0.5605771541595459,1.3481345845731276,-1.354848554207674,50000
cross_in_tray,Binary_2Point,6,-2.06251604813932,0.5684859752655029,-1.3780422674906525,1.3542381933318062,50000
cross_in_tray,Binary_2Point,7,-2.0626045673392954,0.5596878528594971,-1.3530174715800705,-1.342641336690317,50000
cross_in_tray,Binary_2Point,8,-2.0625290415481365,0.5540430545806885,-1.3566796368352776,1.375600823987181,50000
cross_in_tray,Binary_2Point,9,-2.062517358588337,0.5648539066314697,1.346913862821392,1.320973525597008,50000
cross_in_tray,Binary_2Point,10,-2.062607851673498,0.5603981018066406,1.3459983215075901,-1.3539330128938722,50000
cross_in_tray,Binary_2Point,11,-2.062583077623352,0.5426030158996582,1.36308842603189,-1.342641336690317,50000
cross_in_tray,Binary_2Point,12,-2.061850024470606,0.5413539409637451,1.4192416266117327,-1.3960479133287542,50000
cross_in_tray,Binary_2Point,13,-2.062606514495435,0.5519800186157227,-1.3517967498283348,-1.3432516975661848,50000
cross_in_tray,Binary_2Point,14,-2.0625545665455727,0.5553829669952393,-1.3273823147936206,1.3453879606317223,50000
cross_in_tray,Binary_2Point,15,-2.0626111070037507,0.549515962600708,1.350576028076599,1.3472190432593258,50000
cross_in_tray,Binary_2Point,16,-2.0625360457860715,0.5563571453094482,1.351186388952467,1.3749904631113132,50000
cross_in_tray,Binary_2Point,17,-2.062600618710492,0.5672159194946289,1.3472190432593258,-1.358815899900815,50000
cross_in_tray,Binary_2Point,18,-2.062450750957965,0.5530529022216797,1.3243305104142813,-1.3749904631113132,50000
cross_in_tray,Binary_2Point,19,-2.0625208309707967,0.5703630447387695,-1.3359273670557705,-1.3240253299763474,50000
cross_in_tray,Binary_2Point,20,-2.0626116684460083,0.5559940338134766,-1.3481345845731276,-1.3496604867627973,50000
cross_in_tray,Binary_2Point,21,-2.0599221265509793,0.5468997955322266,1.3774319066147847,1.2043945983062478,50000
cross_in_tray,Binary_2Point,22,-2.062603812106212,0.5563399791717529,1.3481345845731276,1.3411154345006473,50000
cross_in_tray,Binary_2Point,23,-2.0625316563432383,0.550987958908081,-1.3267719539177527,1.3609521629663526,50000
cross_in_tray,Binary_2Point,24,-2.0624922760887876,0.5557751655578613,1.3447775997558544,1.3807888914320579,50000
cross_in_tray,Binary_2Point,25,-2.062585902876133,0.5625197887420654,1.3517967498283348,-1.3643091477836258,50000
cross_in_tray,Binary_2Point,26,-2.06260997532913,0.6057720184326172,-1.3487449454489955,1.3453879606317223,50000
cross_in_tray,Binary_2Point,27,-2.062540883462445,0.5571749210357666,-1.3292133974212241,-1.333791103990233,50000
cross_in_tray,Binary_2Point,28,-2.062592769457018,0.5597620010375977,1.3612573434042865,-1.3453879606317223,50000
cross_in_tray,Binary_2Point,29,-2.0626112005309256,0.6030571460723877,-1.3517967498283348,-1.3493553063248633,50000
cross_in_tray,Real_Arithmetic,0,-2.0626118708077463,0.3460521697998047,-1.3494068766725178,1.3494179555962598,50000
cross_in_tray,Real_Arithmetic,1,-2.0626118527874837,0.3432331085205078,1.3494356227471966,1.3498003857404628,50000
cross_in_tray,Real_Arithmetic,2,-2.062611870522492,0.3676881790161133,1.349404583162864,1.3493558411066222,50000
cross_in_tray,Real_Arithmetic,3,-2.0626118660461956,0.34719204902648926,1.349604810372702,1.3493790781904158,50000
cross_in_tray,Real_Arithmetic,4,-2.062611870803147,0.3669557571411133,1.3494056494379532,-1.3493936390013381,50000
cross_in_tray,Real_Arithmetic,5,-2.062611866184164,0.36086082458496094,1.3495194495226364,1.349579229887805,50000
cross_in_tray,Real_Arithmetic,6,-2.062611868205135,0.3439199924468994,-1.3492566098512806,-1.349395516095825,50000
cross_in_tray,Real_Arithmetic,7,-2.0626118699451856,0.36533594131469727,-1.349493474328702,-1.3494130447983594,50000
cross_in_tray,Real_Arithmetic,8,-2.0626118518907557,0.34485816955566406,1.349436181225181,-1.349810056560493,50000
cross_in_tray,Real_Arithmetic,9,-2.0626118707987366,0.3635249137878418,1.3494209786963074,-1.3494079728402903,50000
cross_in_tray,Real_Arithmetic,10,-2.0626118708151315,0.3460259437561035,-1.3494147044383955,-1.3494071902980949,50000
cross_in_tray,Real_Arithmetic,11,-2.062611864117224,0.3576638698577881,1.3491744446062657,1.349328559843094,50000
cross_in_tray,Real_Arithmetic,12,-2.0626118703003726,0.36104607582092285,1.34941155718721,-1.349473629675635,50000
cross_in_tray,Real_Arithmetic,13,-2.0626118694223496,0.34342122077941895,-1.34929689702285,1.3493985368047237,50000
cross_in_tray,Real_Arithmetic,14,-2.062611869474729,0.34604787826538086,-1.3492989687530348,1.34939846847378,50000
cross_in_tray,Real_Arithmetic,15,-2.0626118705150245,0.3566009998321533,1.349401199634698,-1.3493552107809106,50000
cross_in_tray,Real_Arithmetic,16,-2.062611865267926,0.3471386432647705,1.3495087421894727,-1.349606800787932,50000
cross_in_tray,Real_Arithmetic,17,-2.0626118631644608,0.3450438976287842,-1.34952108741467,1.3496440538806156,50000
cross_in_tray,Real_Arithmetic,18,-2.062611870524598,0.3623013496398926,1.349410334912478,1.3494572437330268,50000
cross_in_tray,Real_Arithmetic,19,-2.062611870770217,0.36020994186401367,1.3494082006061667,-1.3494278662471002,50000
cross_in_tray,Real_Arithmetic,20,-2.0626118546498864,0.3482649326324463,-1.3493026586089445,1.3490418662945887,50000
cross_in_tray,Real_Arithmetic,21,-2.062611870315975,0.36993408203125,1.349350925589405,1.3493671927665272,50000
cross_in_tray,Real_Arithmetic,22,-2.0626118701483795,0.34885525703430176,-1.3494075953738012,1.3493307622236945,50000
cross_in_tray,Real_Arithmetic,23,-2.062611870733464,0.3403487205505371,-1.3494343197440966,-1.3494088625116083,50000
cross_in_tray,Real_Arithmetic,24,-2.0626118707174195,0.37363290786743164,1.3494240375909299,1.3494323662215049,50000
cross_in_tray,Real_Arithmetic,25,-2.0626118704362377,0.34268784523010254,-1.3494642597672506,-1.349410866707168,50000
cross_in_tray,Real_Arithmetic,26,-2.0626118694517857,0.3457529544830322,1.3493987579222901,1.3492980563666088,50000
cross_in_tray,Real_Arithmetic,27,-2.062611870670134,0.35335803031921387,-1.349409279094881,-1.3494428374311154,50000
cross_in_tray,Real_Arithmetic,28,-2.0626118708163537,0.34041786193847656,1.349406065577282,-1.3493992079559236,50000
cross_in_tray,Real_Arithmetic,29,-2.0626118673868072,0.34915709495544434,-1.349381171782262,1.349574259153286,50000
cross_in_tray,Real_BLX_Alpha,0,-2.062611869045368,0.35424208641052246,-1.349397556020118,-1.3492830080488742,50000
cross_in_tray,Real_BLX_Alpha,1,-2.062611868689721,0.3514528274536133,1.34954148633152,-1.3494286522315073,50000
cross_in_tray,Real_BLX_Alpha,2,-2.062611870765566,0.35697221755981445,-1.3493844473193957,-1.3494049456145947,50000
cross_in_tray,Real_BLX_Alpha,3,-2.0626118705552665,0.3700218200683594,1.3494098668264403,1.3494545684317145,50000
cross_in_tray,Real_BLX_Alpha,4,-2.062611870764556,0.34863710403442383,1.3494048955021913,-1.349384252469616,50000
cross_in_tray,Real_BLX_Alpha,5,-2.062611870813048,0.3550736904144287,-1.3494156946069253,1.3494082387663768,50000
cross_in_tray,Real_BLX_Alpha,6,-2.0626118688977138,0.36523008346557617,-1.3494341969981944,-1.3495339576205652,50000
cross_in_tray,Real_BLX_Alpha,7,-2.0626118708212124,0.371199369430542,-1.3494055331984418,1.3494030897948635,50000
cross_in_tray,Real_BLX_Alpha,8,-2.0626118708207843,0.4181642532348633,-1.3494050201704353,1.3494027338310617,50000
cross_in_tray,Real_BLX_Alpha,9,-2.0626118632902513,0.3812377452850342,-1.3491521892915863,1.3493836440621514,50000
cross_in_tray,Real_BLX_Alpha,10,-2.0626118659861095,0.3788120746612549,1.3494311718481513,-1.3496103037712388,50000
cross_in_tray,Real_BLX_Alpha,11,-2.062611870175499,0.36457395553588867,-1.3494552810433593,-1.3494665760609295,50000
cross_in_tray,Real_BLX_Alpha,12,-2.062611860951854,0.36141514778137207,1.349385195721585,-1.3491153218911989,50000
cross_in_tray,Real_BLX_Alpha,13,-2.06261187066187,0.3702540397644043,1.349409359695931,1.3494438052426891,50000
cross_in_tray,Real_BLX_Alpha,14,-2.06261187082211,0.35741734504699707,-1.3494089128963205,-1.3494071633128923,50000
cross_in_tray,Real_BLX_Alpha,15,-2.062611870822737,0.3518657684326172,-1.3494065810948968,1.349406474144527,50000
cross_in_tray,Real_BLX_Alpha,16,-2.0626118703920033,0.354503870010376,1.3494147986043352,1.3494673548498635,50000
cross_in_tray,Real_BLX_Alpha,17,-2.0626118661578365,0.3509678840637207,-1.3495332290933313,1.3495706631653246,50000
cross_in_tray,Real_BLX_Alpha,18,-2.062611870615792,0.3565800189971924,-1.349409722337914,1.3494487962819555,50000
cross_in_tray,Real_BLX_Alpha,19,-2.062611868294383,0.35473203659057617,-1.349260698677154,-1.3494168717136406,50000
cross_in_tray,Real_BLX_Alpha,20,-2.0626118690258792,0.3561689853668213,-1.3492832954504674,-1.3494129496486689,50000
cross_in_tray,Real_BLX_Alpha,21,-2.0626118708215726,0.3659520149230957,1.3494070936646418,1.3494097753905743,50000
cross_in_tray,Real_BLX_Alpha,22,-2.0626118708068417,0.3515181541442871,1.3494183075673667,-1.3494075460137522,50000
cross_in_tray,Real_BLX_Alpha,23,-2.0626118517900176,0.36167073249816895,-1.3498100237245807,-1.349406487433527,50000
cross_in_tray,Real_BLX_Alpha,24,-2.062611870752464,0.37056994438171387,1.3494309816924868,1.3494116419615865,50000
cross_in_tray,Real_BLX_Alpha,25,-2.0626118700086997,0.35822081565856934,1.3493751335423803,-1.3493270084256281,50000
cross_in_tray,Real_BLX_Alpha,26,-2.0626118707005032,0.36023879051208496,1.3494089925158688,1.3494390337220783,50000
cross_in_tray,Real_BLX_Alpha,27,-2.0626118667419524,0.3616340160369873,1.3493386354516665,1.3495756747179244,50000
cross_in_tray,Real_BLX_Alpha,28,-2.062611870794088,0.3769547939300537,1.349405831197216,1.3493909272147888,50000
cross_in_tray,Real_BLX_Alpha,29,-2.0626118706047802,0.36243200302124023,-1.3494098094530544,-1.3494499039272752,50000
